brand,name,old_price_reais,new_price_reais,reviews_rating_number,reviews_amount
,Notebook Dell Alienware M16 R2 Intel Core i9 Memória 32GB 1TB SSD NVIDIA® GeForce® RTX™ 4070 Windows 11 Home,17.199,,5.0,(8)
,"Notebook Dell Inspiron 15 Intel Core i5 - 1334U 13 Geração 8GB RAM 512GB SSD Linux Tela 15,6"" Full HD I15-I1300-U30P",3.599,,4.3,(23)
DELL,Notebook Dell Inspiron I15-i1300-m70ps 15.6  Full Hd 13ªgen ,5.619,5.249,5.0,(1)
DELL,Notebook Dell Inspiron I15-i1300-m60p 15.6  Full Hd 13ª Gen ,4.939,4.599,5.0,(20)
DELL,Notebook Dell Inspiron I15-i1300-m40p 15.6  Full Hd 13ª Gen ,4.509,4.199,5.0,(2)
DELL,Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd,5.369,4.999,4.7,(21)
DELL,Notebook 2 Em 1 Dell Inspiron 2in1-i1300-m30 14  Fhd+ Touch ,6.449,5.999,4.9,(8)
LENOVO,Notebook Ideapad 1 R3 4gb 256gb Linux 15.6  82x5s00600,1.939,186,5.0,(4)
,Lenovo Thinkpad P16 Intel Core Ultra 7 16gb Rtx 500 512gb W11 Pro,10.799,,,
LENOVO,Notebook Lenovo V15 G4 Iru Intel Core I3 8gb 256gb W11 15.6 ,2.699,259,,
